iter	Passed	Remaining
534	8935	7766
535	8951	7749
536	8967	7731
537	8984	7715
538	9001	7699
539	9017	7681
540	9034	7664
541	9049	7647
542	9064	7629
543	9083	7614
544	9100	7597
545	9116	7580
546	9133	7563
547	9149	7546
548	9166	7530
549	9183	7513
550	9199	7496
551	9215	7479
552	9231	7461
553	9247	7444
554	9263	7427
555	9279	7410
556	9295	7392
557	9311	7375
558	9328	7359
559	9344	7341
560	9359	7324
561	9374	7306
562	9391	7289
563	9407	7272
564	9423	7254
565	9442	7240
566	9457	7222
567	9473	7205
568	9489	7187
569	9505	7170
570	9520	7152
571	9536	7135
572	9551	7117
573	9567	7100
574	9583	7083
575	9599	7066
576	9615	7049
577	9631	7031
578	9647	7015
579	9663	6998
580	9679	6980
581	9695	6963
582	9712	6946
583	9727	6929
584	9744	6912
585	9760	6895
586	9775	6878
587	9792	6861
588	9807	6843
589	9822	6825
590	9840	6809
591	9856	6792
592	9872	6775
593	9888	6758
594	9905	6742
595	9920	6724
596	9936	6707
597	9952	6690
598	9968	6673
599	9985	6657
600	10001	6639
601	10017	6622
602	10034	6606
603	10050	6589
604	10066	6572
605	10081	6554
606	10097	6537
607	10114	6520
608	10131	6504
609	10147	6487
610	10163	6470
611	10179	6453
612	10195	6436
613	10211	6419
614	10229	6403
615	10244	6386
616	10260	6369
617	10275	6351
618	10292	6334
619	10307	6317
620	10323	6300
621	10340	6284
622	10357	6267
623	10373	6250
624	10391	6234
625	10407	6218
626	10425	6202
627	10442	6185
628	10459	6169
629	10475	6152
630	10492	6136
631	10510	6119
632	10526	6103
633	10543	6086
634	10560	6070
635	10576	6053
636	10595	6038
637	10612	6021
638	10629	6004
639	10646	5988
640	10662	5971
641	10679	5955
642	10696	5938
643	10714	5922
644	10731	5906
645	10747	5889
646	10764	5872
647	10780	5856
648	10797	5839
649	10814	5823
650	10831	5806
651	10848	5790
652	10864	5773
653	10882	5757
654	10900	5741
655	10918	5725
656	10936	5709
657	10954	5693
658	10972	5677
659	10990	5661
660	11009	5646
661	11027	5630
662	11047	5615
663	11064	5598
664	11081	5582
665	11099	5566
666	11116	5550
667	11134	5533
668	11151	5517
669	11172	5502
670	11188	5485
671	11205	5469
672	11222	5452
673	11239	5436
674	11262	5422
675	11282	5407
676	11300	5391
677	11317	5375
678	11333	5357
679	11350	5341
680	11366	5324
681	11385	5308
682	11402	5292
683	11418	5275
684	11434	5258
685	11450	5241
686	11466	5224
687	11482	5207
688	11501	5191
689	11519	5175
690	11535	5158
691	11552	5141
692	11568	5124
693	11584	5107
694	11599	5090
695	11615	5073
696	11632	5056
697	11648	5039
698	11663	5022
699	11679	5005
700	11696	4988
701	11712	4971
702	11728	4954
703	11744	4938
704	11761	4921
705	11777	4904
706	11792	4887
707	11809	4870
708	11825	4853
709	11841	4836
710	11856	4819
711	11873	4802
712	11889	4785
713	11906	4769
714	11922	4752
715	11940	4736
716	11959	4720
717	11976	4703
718	11992	4686
719	12008	4669
720	12025	4653
721	12042	4636
722	12060	4620
723	12077	4604
724	12097	4588
725	12118	4573
726	12136	4557
727	12153	4540
728	12170	4524
729	12189	4508
730	12209	4492
731	12225	4476
732	12243	4459
733	12260	4443
734	12278	4426
735	12293	4409
736	12309	4392
737	12324	4375
738	12340	4358
739	12356	4341
740	12373	4324
741	12388	4307
742	12405	4291
743	12421	4274
744	12437	4257
745	12453	4240
746	12470	4223
747	12489	4207
748	12505	4190
749	12521	4173
750	12538	4157
751	12554	4140
752	12570	4123
753	12586	4106
754	12603	4089
755	12620	4073
756	12637	4056
757	12654	4040
758	12670	4023
759	12688	4006
760	12705	3990
761	12721	3973
762	12736	3956
763	12752	3939
764	12768	3922
765	12784	3905
766	12800	3888
767	12817	3871
768	12833	3854
769	12849	3838
770	12868	3822
771	12885	3805
772	12900	3788
773	12916	3771
774	12933	3754
775	12949	3737
776	12965	3721
777	12981	3704
778	12998	3687
779	13014	3670
780	13030	3653
781	13046	3637
782	13065	3621
783	13081	3604
784	13096	3587
785	13114	3570
786	13130	3553
787	13146	3536
788	13164	3520
789	13182	3504
790	13200	3487
791	13219	3471
792	13235	3454
793	13251	3438
794	13267	3421
795	13283	3404
796	13299	3387
797	13317	3371
798	13333	3354
799	13349	3337
800	13365	3320
801	13381	3303
802	13399	3287
803	13414	3270
804	13432	3253
805	13448	3237
806	13466	3220
807	13482	3203
808	13499	3187
809	13515	3170
810	13530	3153
811	13545	3136
812	13562	3119
813	13578	3102
814	13594	3085
815	13611	3069
816	13627	3052
817	13643	3035
818	13659	3018
819	13675	3001
820	13691	2985
821	13707	2968
822	13723	2951
823	13739	2934
824	13755	2917
825	13772	2901
826	13788	2884
827	13804	2867
828	13821	2850
829	13837	2834
830	13852	2817
831	13867	2800
832	13886	2783
833	13902	2767
834	13918	2750
835	13934	2733
836	13950	2716
837	13965	2699
838	13983	2683
839	13999	2666
840	14015	2649
841	14031	2632
842	14047	2616
843	14063	2599
844	14079	2582
845	14095	2565
846	14111	2549
847	14128	2532
848	14145	2515
849	14161	2499
850	14180	2482
851	14200	2466
852	14220	2450
853	14241	2434
854	14259	2418
855	14275	2401
856	14291	2384
857	14308	2368
858	14325	2351
859	14341	2334
860	14357	2317
861	14373	2301
862	14390	2284
863	14408	2267
864	14426	2251
865	14442	2234
866	14458	2218
867	14475	2201
868	14491	2184
869	14507	2167
870	14524	2151
871	14540	2134
872	14556	2117
873	14572	2100
874	14591	2084
875	14607	2067
876	14623	2050
877	14639	2034
878	14655	2017
879	14672	2000
880	14688	1984
881	14706	1967
882	14722	1950
883	14738	1934
884	14754	1917
885	14770	1900
886	14786	1883
887	14802	1867
888	14819	1850
889	14836	1833
890	14854	1817
891	14870	1800
892	14886	1783
893	14902	1766
894	14918	1750
895	14934	1733
896	14951	1716
897	14968	1700
898	14985	1683
899	15002	1666
900	15018	1650
901	15033	1633
902	15050	1616
903	15066	1599
904	15081	1583
905	15099	1566
906	15115	1549
907	15131	1533
908	15148	1516
909	15164	1499
910	15181	1483
911	15197	1466
912	15214	1449
913	15230	1433
914	15246	1416
915	15262	1399
916	15278	1382
917	15294	1366
918	15312	1349
919	15327	1332
920	15344	1316
921	15360	1299
922	15377	1282
923	15393	1266
924	15410	1249
925	15425	1232
926	15441	1216
927	15458	1199
928	15478	1182
929	15499	1166
930	15521	1150
931	15538	1133
932	15554	1116
933	15572	1100
934	15588	1083
935	15604	1067
936	15621	1050
937	15638	1033
938	15654	1016
939	15671	1000
940	15688	983
941	15704	966
942	15720	950
943	15737	933
944	15756	917
945	15772	900
946	15789	883
947	15805	866
948	15820	850
949	15836	833
950	15852	816
951	15869	800
952	15885	783
953	15904	766
954	15920	750
955	15937	733
956	15954	716
957	15970	700
958	15986	683
959	16002	666
960	16018	650
961	16034	633
962	16050	616
963	16065	599
964	16082	583
965	16098	566
966	16113	549
967	16129	533
968	16145	516
969	16160	499
970	16175	483
971	16192	466
972	16208	449
973	16224	433
974	16241	416
975	16257	399
976	16273	383
977	16289	366
978	16306	349
979	16322	333
980	16338	316
981	16353	299
982	16370	283
983	16386	266
984	16403	249
985	16420	233
986	16437	216
987	16452	199
988	16468	183
989	16484	166
990	16500	149
991	16516	133
992	16532	116
993	16549	99
994	16566	83
995	16582	66
996	16598	49
997	16615	33
998	16631	16
999	16647	0
