iter	TotalF1:average=Macro	MultiClass
126	0.9068512343	0.2849637153
127	0.9068512343	0.2832561963
128	0.9068512343	0.282774095
129	0.9068512343	0.2817550372
130	0.9068512343	0.2798661011
131	0.9068512343	0.2778961245
132	0.9068512343	0.2759350994
133	0.9068512343	0.2743011984
134	0.9101830469	0.2721882543
135	0.9101830469	0.2712697963
136	0.9134721222	0.2702366265
137	0.9134721222	0.2684461876
138	0.9134721222	0.2670059045
139	0.9134721222	0.266187855
140	0.9134721222	0.2643508752
141	0.9164872048	0.2636464543
142	0.9164872048	0.2622412281
143	0.9164872048	0.2616540833
144	0.9164872048	0.2602390616
145	0.9164872048	0.2587584812
146	0.919469243	0.2572049358
147	0.919469243	0.2561825332
148	0.919469243	0.2550751083
149	0.919469243	0.2537642063
150	0.919469243	0.2525002274
151	0.919469243	0.2505810763
152	0.9224189358	0.2495755572
153	0.9224189358	0.2488328301
154	0.9282239902	0.2471680771
155	0.9253369639	0.2459505276
156	0.9282239902	0.2450074453
157	0.9253369639	0.2443011608
158	0.9282239902	0.2425786857
159	0.9253369639	0.241810713
160	0.9282239902	0.2398871181
161	0.9282239902	0.2385192266
162	0.9282239902	0.2370041308
163	0.9282239902	0.2360080568
164	0.9310806602	0.2349730076
165	0.9339076029	0.233648344
166	0.9367054311	0.2322949627
167	0.9399639678	0.2313920819
168	0.9399639678	0.2301553555
169	0.9399639678	0.2294490074
170	0.9399639678	0.2286412472
171	0.9431818182	0.2275972466
172	0.9459539873	0.2265583269
173	0.9459539873	0.2252609476
174	0.9459539873	0.2238883255
175	0.9459539873	0.2232309871
176	0.9459539873	0.2219956942
177	0.9459539873	0.2204058175
178	0.9459539873	0.2186232947
179	0.9459539873	0.2174248108
180	0.9459539873	0.2163612191
181	0.9459539873	0.2154094242
182	0.9427347045	0.2144285453
183	0.9459539873	0.2139723744
184	0.9427347045	0.2130208981
185	0.9518792382	0.2119614476
186	0.9545975813	0.2105948781
187	0.9545975813	0.2096084404
188	0.9545975813	0.2083042121
189	0.9545975813	0.2066788962
190	0.9577412549	0.2061801345
191	0.9608470466	0.2052877661
192	0.9577412549	0.2043804575
193	0.9604342676	0.2038207562
194	0.9604342676	0.2025327424
195	0.9604342676	0.2015991529
196	0.9604342676	0.1998807393
197	0.9635415308	0.1994162223
198	0.9635415308	0.1982307195
199	0.9635415308	0.1977110924
200	0.9635415308	0.1973354204
201	0.9635415308	0.1964036627
202	0.9635415308	0.1955383715
203	0.9666117934	0.1935226982
204	0.9666117934	0.1925232316
205	0.9749626386	0.1912752283
206	0.9749626386	0.19032243
207	0.9775829657	0.1887343373
208	0.9775829657	0.1877985658
209	0.9831834242	0.186739832
210	0.9831834242	0.1853659357
211	0.9831834242	0.1840165523
212	0.9831834242	0.1834101189
213	0.9831834242	0.1827968048
214	0.9805862659	0.1817126503
215	0.9805862659	0.1811962406
216	0.9805862659	0.1804450718
217	0.9805862659	0.1796426156
218	0.9805862659	0.1787634354
219	0.9805862659	0.1781254014
220	0.9835550616	0.1769855635
221	0.9835550616	0.1763472109
222	0.9835550616	0.1756156969
223	0.9835550616	0.1750284565
224	0.9835550616	0.1742069666
225	0.9861537457	0.1730888223
226	0.9861537457	0.1723689675
227	0.9861537457	0.1715685341
228	0.9861537457	0.1708721886
229	0.9861537457	0.1699237545
230	0.9861537457	0.1693313216
231	0.9861537457	0.1685174612
232	0.9861537457	0.1678369
233	0.9861537457	0.1674236226
234	0.9861537457	0.1667807306
235	0.9861537457	0.1662243742
236	0.9861537457	0.1659764587
237	0.9861537457	0.1653519473
238	0.9861537457	0.1649171037
239	0.9861537457	0.1643836354
240	0.9861537457	0.1636637327
241	0.9861537457	0.1632922656
242	0.9861537457	0.1627788504
243	0.9861537457	0.1618080219
244	0.9861537457	0.1613029846
245	0.9861537457	0.1603019093
246	0.9861537457	0.1599281646
247	0.9887282453	0.1596581573
248	0.9861537457	0.1589127702
249	0.9861537457	0.1581210015
250	0.9861537457	0.1573879425
251	0.9887282453	0.1567308748
252	0.9887282453	0.1558631785
253	0.9912790378	0.1555066198
254	0.9912790378	0.1552747754
255	0.9912790378	0.154735605
256	0.9912790378	0.1539598756
257	0.9912790378	0.1531645709
258	0.9912790378	0.1525889578
259	0.9912790378	0.1517243196
260	0.9912790378	0.1510522321
261	0.9912790378	0.1501723192
262	0.9912790378	0.1499006554
263	0.9942187272	0.1495788829
264	0.9942187272	0.1486436211
265	0.9942187272	0.1482561147
266	0.9942187272	0.1476774435
267	0.9942187272	0.1471954855
268	0.9942187272	0.1468723114
269	0.9942187272	0.1464086863
270	0.9942187272	0.1459800704
271	0.9942187272	0.1454150015
272	0.9942187272	0.144915746
273	0.9942187272	0.144687788
274	0.9942187272	0.1436874613
275	0.9942187272	0.1431287793
276	0.9942187272	0.1425880958
277	0.9942187272	0.1420451027
278	0.9942187272	0.1414589772
279	0.9942187272	0.1408031997
280	0.9942187272	0.1396684428
281	0.9942187272	0.1395061071
282	0.9942187272	0.1392330417
283	0.9942187272	0.1387771575
284	0.9942187272	0.1385110206
285	0.9942187272	0.1378965756
286	0.9942187272	0.1375237387
287	0.9971254693	0.1368807353
288	0.9971254693	0.136532459
289	0.9942187272	0.1358330713
290	0.9942187272	0.1352734655
291	0.9971254693	0.1350796885
292	0.9971254693	0.1346261297
293	0.9971254693	0.1339388471
294	0.9942187272	0.1336947065
295	0.9971254693	0.1334895251
296	0.9971254693	0.1328875038
297	0.9971254693	0.1320508188
298	0.9971254693	0.1314646934
299	0.9971254693	0.1308976653
300	0.9971254693	0.1304910536
301	0.9971254693	0.1302665519
302	0.9971254693	0.129755709
303	0.9971254693	0.1293128458
304	0.9971254693	0.1282752083
305	0.9971254693	0.1275410582
306	0.9971254693	0.1270579057
307	0.9971254693	0.1266810789
308	0.9971254693	0.1262466255
309	0.9971254693	0.12596124
310	0.9971254693	0.1256139194
311	0.9971254693	0.1249857287
312	0.9971254693	0.1246660268
313	0.9971254693	0.1241085713
314	0.9971254693	0.1238375765
315	0.9971254693	0.1234966828
316	0.9971254693	0.1229835622
317	0.9971254693	0.1226188405
318	0.9971254693	0.1221089931
319	0.9971254693	0.1215466239
320	0.9971254693	0.1214195283
321	0.9971254693	0.1212253292
322	0.9971254693	0.1208679263
323	0.9971254693	0.120345488
324	0.9971254693	0.1198759935
325	0.9971254693	0.1193390848
326	0.9971254693	0.1187418737
327	0.9971254693	0.1185408495
328	0.9971254693	0.1181344369
329	0.9971254693	0.117651149
330	0.9971254693	0.1172439719
331	1	0.116713267
332	1	0.1163242953
333	1	0.1155716691
334	1	0.1152891744
335	1	0.1148231363
336	1	0.1141919194
337	1	0.1140490156
338	1	0.113472176
339	1	0.1132328296
340	1	0.1128346119
341	1	0.1124772329
342	1	0.1120851553
343	1	0.1118470114
344	1	0.1115118039
345	1	0.1111000396
346	1	0.1109168067
347	1	0.1105201498
348	1	0.1101506179
349	1	0.109863114
350	1	0.1094433699
351	1	0.1089909261
352	1	0.1086636744
353	1	0.1084038529
354	1	0.1078389194
355	1	0.1075928674
356	1	0.1074320688
357	1	0.1069725849
358	1	0.1067403104
359	1	0.1064130747
360	1	0.1061861201
361	1	0.1058696357
362	1	0.1056998936
363	1	0.1053431995
364	1	0.1051473757
365	1	0.104916479
366	1	0.1046518792
367	1	0.1042041978
368	1	0.1036935539
369	1	0.1034143563
370	1	0.1031970699
371	1	0.102845401
372	1	0.1027584992
373	1	0.1022650733
374	1	0.101840073
375	1	0.1015990542
376	1	0.1014256408
377	1	0.1010653151
378	1	0.1008741343
379	1	0.100497634
380	1	0.1001568916
381	1	0.0997550821
382	1	0.09940175672
383	1	0.09913479162
384	1	0.0988185779
385	1	0.09859058802
386	1	0.098417525
387	1	0.09808311383
388	1	0.09760848266
389	1	0.09744734953
390	1	0.09705604442
391	1	0.0966857719
392	1	0.09637819899
393	1	0.09628625603
394	1	0.0959068808
395	1	0.09544393265
396	1	0.09514802682
397	1	0.09498339755
398	1	0.09471535732
399	1	0.09449109454
400	1	0.09437788006
401	1	0.09412759928
402	1	0.09391763962
403	1	0.09382441447
404	1	0.09365820039
405	1	0.09318118006
406	1	0.0928268353
407	1	0.09267256703
408	1	0.09235037244
409	1	0.09198713999
410	1	0.09164881856
411	1	0.09136013596
412	1	0.0912881903
413	1	0.09102269055
414	1	0.09072527955
415	1	0.09040664482
416	1	0.09015940624
417	1	0.08977779317
418	1	0.08947321468
419	1	0.08921560714
420	1	0.08911710194
421	1	0.08893224441
422	1	0.08862067364
423	1	0.08838358901
424	1	0.08823482378
425	1	0.0879501948
426	1	0.08784163919
427	1	0.08771862118
428	1	0.08739619564
429	1	0.08707571328
430	1	0.08674616007
431	1	0.08655656404
432	1	0.08634079075
433	1	0.085954256
434	1	0.08584677551
435	1	0.08549626934
436	1	0.0853435381
437	1	0.08513380142
438	1	0.08476908769
439	1	0.08469116912
440	1	0.08459299044
441	1	0.08425833238
442	1	0.08396159831
443	1	0.08365897893
444	1	0.0833089506
445	1	0.08300214222
446	1	0.08288193545
447	1	0.08257441033
448	1	0.08225040794
449	1	0.08205448063
450	1	0.08178785798
451	1	0.08160961048
452	1	0.08154085036
453	1	0.08124494453
454	1	0.08099408239
455	1	0.08077578455
456	1	0.0806066079
457	1	0.08025603802
458	1	0.08010126803
459	1	0.07979291466
460	1	0.07935609598
461	1	0.07928707306
462	1	0.0791200387
463	1	0.0787307803
464	1	0.07861349627
465	1	0.07841232873
466	1	0.07820249649
467	1	0.07789373696
468	1	0.07779775631
469	1	0.07760420224
470	1	0.07755013548
471	1	0.07717970368
472	1	0.07692384819
473	1	0.07688509597
474	1	0.07671789436
475	1	0.07651938675
476	1	0.07630445763
477	1	0.07609323171
478	1	0.07588382156
479	1	0.07570964359
480	1	0.07532978257
481	1	0.07519158541
482	1	0.07499136556
483	1	0.07483270124
484	1	0.07460311858
485	1	0.07436686219
486	1	0.0743129786
487	1	0.07420379384
488	1	0.07396006733
489	1	0.07370343139
490	1	0.07345243386
491	1	0.07329775147
492	1	0.0731890764
493	1	0.0730454638
494	1	0.07280873755
495	1	0.07260533215
496	1	0.07240528752
497	1	0.07224961761
498	1	0.0719419571
499	1	0.07178129383
500	1	0.0716883076
501	1	0.07143613939
502	1	0.07127929879
503	1	0.07100642449
504	1	0.07075956818
505	1	0.07040296965
506	1	0.07017967049
507	1	0.07006299172
508	1	0.06976957062
509	1	0.06965758258
510	1	0.06950004116
511	1	0.0693603866
512	1	0.06925648986
513	1	0.0690469921
514	1	0.06893124511
515	1	0.06881205772
516	1	0.06870082624
517	1	0.06862286785
518	1	0.06839385859
519	1	0.06813462642
520	1	0.06797096874
521	1	0.06776267352
522	1	0.0675094939
523	1	0.06737132062
524	1	0.06726822027
525	1	0.06719432345
526	1	0.06703482291
527	1	0.06684195373
528	1	0.06669805443
529	1	0.06651255184
530	1	0.0663232664
531	1	0.06612342086
532	1	0.06593294482
533	1	0.06584332333
534	1	0.06562482639
535	1	0.06547328176
536	1	0.06543450565
537	1	0.06521540345
538	1	0.06504517159
539	1	0.06496393208
540	1	0.06485934646
541	1	0.06477057312
542	1	0.06470517774
543	1	0.06446476819
544	1	0.0641638053
545	1	0.06406416923
546	1	0.06396427831
547	1	0.06385055813
548	1	0.0636613802
549	1	0.06343946676
550	1	0.06332537625
551	1	0.0632435713
552	1	0.06313568466
553	1	0.06299192871
554	1	0.06285135034
555	1	0.06271092329
556	1	0.06260821317
557	1	0.06255374821
558	1	0.06232549552
559	1	0.06216044416
560	1	0.06198878677
561	1	0.06191365953
562	1	0.06180375802
563	1	0.06158405853
564	1	0.06144862484
565	1	0.06128491141
566	1	0.06113233546
567	1	0.06093470388
568	1	0.06077655322
569	1	0.06062043734
570	1	0.0605283988
571	1	0.06032136587
572	1	0.06015056061
573	1	0.06005644749
574	1	0.05988634305
575	1	0.05982283511
576	1	0.05965420398
577	1	0.05955444447
578	1	0.05944394966
579	1	0.05930037688
580	1	0.05921557751
581	1	0.05903419622
582	1	0.05886609868
583	1	0.05880288938
584	1	0.05863940293
585	1	0.05846286368
586	1	0.05838870007
587	1	0.05819277276
588	1	0.05810436177
589	1	0.05801339438
590	1	0.05783984955
591	1	0.05770315756
592	1	0.05764380278
593	1	0.05755122669
594	1	0.05736943127
595	1	0.05732801911
596	1	0.05723775653
597	1	0.05700287789
598	1	0.05684396668
599	1	0.05658341649
600	1	0.05654657957
601	1	0.05643304654
602	1	0.05634082085
603	1	0.05613810434
604	1	0.05598676678
605	1	0.05592865834
606	1	0.05589337439
607	1	0.05576523162
608	1	0.05552189136
609	1	0.05542694203
610	1	0.05529738966
611	1	0.0551690677
612	1	0.05498590649
613	1	0.05495239449
614	1	0.05474042793
615	1	0.05468489183
616	1	0.05445059058
617	1	0.05435361046
618	1	0.05421496732
619	1	0.05413532854
620	1	0.05401603762
621	1	0.05392598608
622	1	0.05372279571
623	1	0.05364872369
624	1	0.05347745254
625	1	0.05333419035
626	1	0.05330208
627	1	0.05320342747
628	1	0.05304233814
629	1	0.0529260496
630	1	0.05286448086
631	1	0.05270543825
632	1	0.05261365855
633	1	0.05251799645
634	1	0.05236864986
635	1	0.0522871555
636	1	0.05206495138
637	1	0.05188515888
638	1	0.0518276119
639	1	0.05170676006
640	1	0.0515465388
641	1	0.0514756802
642	1	0.05136995574
643	1	0.05120382926
644	1	0.05111429537
645	1	0.05093544659
646	1	0.05089514937
647	1	0.05074995993
648	1	0.0505959027
649	1	0.05051342082
650	1	0.05040681238
651	1	0.05028807097
652	1	0.05021866577
653	1	0.05010731882
654	1	0.04995428894
655	1	0.0498196795
656	1	0.04972304979
657	1	0.04958455797
658	1	0.04948154123
659	1	0.04942352836
660	1	0.04931049705
661	1	0.04923195331
662	1	0.04908996932
663	1	0.04898948908
664	1	0.04892197133
665	1	0.04879629338
666	1	0.04867633748
667	1	0.04846591989
668	1	0.04836260053
669	1	0.04823315168
670	1	0.04815191217
671	1	0.04809215124
672	1	0.04803299555
673	1	0.04789391042
674	1	0.04773536157
675	1	0.04764708597
676	1	0.04753898828
677	1	0.04734262295
678	1	0.04728800668
679	1	0.04715716814
680	1	0.04696392864
681	1	0.04685272105
682	1	0.04672373809
683	1	0.04661845962
684	1	0.04654672897
685	1	0.0464750262
686	1	0.04635516587
687	1	0.04631992571
688	1	0.04621382695
689	1	0.04610004306
690	1	0.0460380602
691	1	0.04594634022
692	1	0.04584050826
693	1	0.04580752188
694	1	0.04576488328
695	1	0.04569429943
696	1	0.04559154152
697	1	0.04548043747
698	1	0.04544233828
699	1	0.04528491631
700	1	0.04520706941
701	1	0.04514571172
702	1	0.04510863987
703	1	0.0450435073
704	1	0.04492085562
705	1	0.04480835789
706	1	0.04469608315
707	1	0.04465956877
708	1	0.04455014908
709	1	0.04438916726
710	1	0.04432869754
711	1	0.04420835141
712	1	0.04408986086
713	1	0.04400676178
714	1	0.04381198126
715	1	0.04373807648
716	1	0.04361095707
717	1	0.04354032544
718	1	0.0434892531
719	1	0.04341666236
720	1	0.04327849705
721	1	0.04323182474
722	1	0.04310805414
723	1	0.04305384403
724	1	0.04294101978
725	1	0.0428575464
726	1	0.04275336694
727	1	0.04272923639
728	1	0.04265704384
729	1	0.04262888755
730	1	0.04256529599
731	1	0.04253645083
732	1	0.04240887349
733	1	0.04235282372
734	1	0.04229522896
735	1	0.04216255076
736	1	0.04207978219
737	1	0.04204702676
738	1	0.04192858001
739	1	0.04176647131
740	1	0.04168061673
741	1	0.04164876918
742	1	0.04155938262
743	1	0.04150041011
744	1	0.04140405516
745	1	0.04132706039
746	1	0.04126455192
747	1	0.04116160287
748	1	0.04108291578
749	1	0.04103173592
750	1	0.04098079498
751	1	0.04088338482
752	1	0.0408432628
753	1	0.04079724354
754	1	0.04071661326
755	1	0.04067651912
756	1	0.04058151803
757	1	0.04052357285
758	1	0.04048999317
759	1	0.04037123981
760	1	0.04023004424
761	1	0.04013159877
762	1	0.04007070298
763	1	0.04004014161
764	1	0.04002569911
765	1	0.03995931621
766	1	0.03988867264
767	1	0.03981915595
768	1	0.03977810615
769	1	0.03973676964
770	1	0.0396502222
771	1	0.03958409017
772	1	0.03952500616
773	1	0.03947958817
774	1	0.03936462562
775	1	0.03925348174
776	1	0.03918914954
777	1	0.03912002309
778	1	0.0390495587
779	1	0.03899280811
780	1	0.03890280833
781	1	0.03882620778
782	1	0.03874869138
783	1	0.03870142178
784	1	0.03861076498
785	1	0.03851034049
786	1	0.03842425098
787	1	0.03836331537
788	1	0.03827315233
789	1	0.0382018597
790	1	0.03814350041
791	1	0.03804590309
792	1	0.03798956662
793	1	0.0379421696
794	1	0.03788207817
795	1	0.0378160417
796	1	0.03778362871
797	1	0.03767936961
798	1	0.03764651862
799	1	0.03757888937
800	1	0.03752004826
801	1	0.03746276409
802	1	0.03738920574
803	1	0.03733422711
804	1	0.03725297964
805	1	0.03717072473
806	1	0.03707757524
807	1	0.03700025793
808	1	0.03695050759
809	1	0.03690382334
810	1	0.03682582911
811	1	0.03675741144
812	1	0.03669217136
813	1	0.03663744757
814	1	0.03653306105
815	1	0.03639022891
816	1	0.03628964514
817	1	0.03623936122
818	1	0.03621272205
819	1	0.03613955392
820	1	0.03609552563
821	1	0.03604661149
822	1	0.03600253541
823	1	0.03591763252
824	1	0.03582593245
825	1	0.03576883543
826	1	0.03569997975
827	1	0.03565122489
828	1	0.03561097545
829	1	0.03556904166
830	1	0.0355252921
831	1	0.03549641906
832	1	0.03543758193
833	1	0.03539001369
834	1	0.03528790882
835	1	0.03520889919
836	1	0.0351282729
837	1	0.035110613
838	1	0.03503444648
839	1	0.03492121209
840	1	0.03486171396
841	1	0.03478500589
842	1	0.03472610505
843	1	0.03469000082
844	1	0.03464360327
845	1	0.03462889
846	1	0.03456745267
847	1	0.03450779128
848	1	0.03445350153
849	1	0.03442562
850	1	0.03434920659
851	1	0.03429644591
852	1	0.03424809322
853	1	0.03417841328
854	1	0.03412491593
855	1	0.03407611727
856	1	0.03404322646
857	1	0.03397621441
858	1	0.03392221534
859	1	0.03385060814
860	1	0.03383587497
861	1	0.03377648435
862	1	0.03373243615
863	1	0.03365404372
864	1	0.03361528751
865	1	0.03355817855
866	1	0.03352342418
867	1	0.03347569667
868	1	0.03341709846
869	1	0.03339220338
870	1	0.0333485016
871	1	0.03331562472
872	1	0.03328590154
873	1	0.03324154274
874	1	0.03319405813
875	1	0.03313500597
876	1	0.03307557156
877	1	0.03304594593
878	1	0.03296133969
879	1	0.03289529327
880	1	0.03287297052
881	1	0.03282600554
882	1	0.03275095794
883	1	0.0327073816
884	1	0.03264751912
885	1	0.03260187615
886	1	0.03255095114
887	1	0.03253309214
888	1	0.03248118359
889	1	0.03239959765
890	1	0.03233302361
891	1	0.03230820021
892	1	0.03223162354
893	1	0.03215859081
894	1	0.03212618579
895	1	0.03208926127
896	1	0.03204094841
897	1	0.03200286913
898	1	0.03195722417
899	1	0.0319326118
900	1	0.03189356093
901	1	0.03188537606
902	1	0.03179957523
903	1	0.031781989
904	1	0.03173294147
905	1	0.0316657144
906	1	0.03158625879
907	1	0.03150431647
908	1	0.03142786126
909	1	0.03136931481
910	1	0.03131847939
911	1	0.03125476638
912	1	0.03120126505
913	1	0.03115454098
914	1	0.03111601174
915	1	0.03108220509
916	1	0.03104067346
917	1	0.03101510345
918	1	0.03093403715
919	1	0.03091526629
920	1	0.03084730654
921	1	0.03075473244
922	1	0.03071395141
923	1	0.0306730131
924	1	0.03063752208
925	1	0.03061584441
926	1	0.03052994404
927	1	0.0304991298
928	1	0.03044204672
929	1	0.03041154706
930	1	0.030357325
931	1	0.0303144674
932	1	0.03026204517
933	1	0.03020501386
934	1	0.03016515664
935	1	0.03012470413
936	1	0.0300954528
937	1	0.03004154333
938	1	0.03000449935
939	1	0.02992666639
940	1	0.02989294335
941	1	0.02986401456
942	1	0.02985391637
943	1	0.02981876182
944	1	0.02977102833
945	1	0.02973806783
946	1	0.02969985914
947	1	0.02967073922
948	1	0.02965660533
949	1	0.02964668035
950	1	0.0296109982
951	1	0.02956244045
952	1	0.0295413521
953	1	0.02948384494
954	1	0.02946233849
955	1	0.02942681761
956	1	0.02937193853
957	1	0.02935304821
958	1	0.02927834903
959	1	0.02926814133
960	1	0.02925466645
961	1	0.02920871488
962	1	0.02916857295
963	1	0.02914368385
964	1	0.02913125422
965	1	0.02907720737
966	1	0.02906014874
967	1	0.02903081978
968	1	0.02892522075
969	1	0.02888204857
970	1	0.02886452207
971	1	0.02878674087
972	1	0.02873789841
973	1	0.02871392515
974	1	0.02865041124
975	1	0.0286337508
976	1	0.02861335731
977	1	0.02859672276
978	1	0.02857063708
979	1	0.02852388513
980	1	0.02847349171
981	1	0.02846527896
982	1	0.02843737353
983	1	0.02839280369
984	1	0.02834044319
985	1	0.0283059596
986	1	0.02823651061
987	1	0.02821831116
988	1	0.02815473154
989	1	0.02813967583
990	1	0.02809883707
991	1	0.02807344823
992	1	0.02805044457
993	1	0.02799823538
994	1	0.02795099366
995	1	0.02788097326
996	1	0.02784032165
997	1	0.02779047375
998	1	0.02773759161
999	1	0.02770164864
